,resort_name,country,province,rating,lowest_point,highest_point,blue_runs,red_runs,black_runs,ski_lifts,price
1329, Gaberl/​Plankogel – Salla (Maria Lankowitz) ,Austria,Styria (Steiermark),2.2,1303 m,1551 m,3.8 km,2.7 km,0.4 km,3 ski lifts,"€ 26,-"
1330, Springenboden ,Switzerland,Espace Mittelland,2.2,1207 m,1525 m,1.5 km,4 km,0.5 km,3 ski lifts,"SFr. 28,- / approx. € 26,-"
1331, Salma ,Northwest Russia,Murmansk,2.2,140 m,380 m,2.6 km,2.2 km,0.4 km,3 ski lifts,"RUB 905,- / approx. € 10,-"
1332, Brüsti – Attinghausen ,Switzerland,Central Switzerland,2.2,1420 m,1593 m,1 km,0.5 km,0 km,3 ski lifts,"SFr. 22,- / approx. € 21,-"
1333, Vierli – Rauland ,Norway,Telemark,2.2,956 m,1109 m,3 km,3 km,0.6 km,5 ski lifts,"NOK 430,- / approx. € 39,-"
1334, Hochschwarzeck – Ramsau bei Berchtesgaden ,Germany,Bavaria (Bayern),2.2,1030 m,1385 m,4.2 km,0 km,0 km,4 ski lifts,"€ 24,-"
1335, Henryk ,Poland,Lesser Poland (Województwo małopolskie),2.2,600 m,670 m,1.8 km,0 km,0 km,4 ski lifts,"PLN 80,- / approx. € 17,-"
1336, Blomberg – Bad Tölz/​Wackersberg ,Germany,Bavaria (Bayern),2.2,700 m,1236 m,None,None,None,2 ski lifts,"€ 22,-"
1337, Pikku-Syöte/​Syötekeskus ,Finland,Northern Finland,2.2,255 m,376 m,10 km,0 km,0 km,5 ski lifts,"€ 26,-"
1338, Olczań Ski ,Poland,Lesser Poland (Województwo małopolskie),2.2,868 m,958 m,1.2 km,0.5 km,0.1 km,5 ski lifts,"PLN 105,- / approx. € 23,-"
1339, Słotwiny ,Poland,Lesser Poland (Województwo małopolskie),2.2,681 m,879 m,3 km,0 km,0 km,4 ski lifts,"PLN 95,- / approx. € 21,-"
1340, Branná ,Czech Republic,Olomouc Region (Olomoucký kraj),2.2,630 m,750 m,1.1 km,1.1 km,0 km,4 ski lifts,"CZK 480,- / approx. € 18,-"
1341, Ozolkalns ,Latvia,Amata,2.2,35 m,110 m,1.5 km,1 km,0 km,4 ski lifts,
1342, Gamplüt ,Switzerland,Eastern Switzerland,2.2,1088 m,1357 m,0.3 km,1.7 km,0 km,2 ski lifts,
1343, Piękna Góra – Goldap ,Poland,Warmian-Masuria (Województwo warmińsko-mazurskie),2.2,195 m,275 m,1.9 km,0.4 km,0 km,5 ski lifts,
1344, Pian del Poggio – Monte Chiappo ,Italy,Lombardy,2.2,1337 m,1695 m,None,None,None,1 ski lift,"€ 25,-"
1345,,France,Provence-Alpes-Côte d’Azur,2.2,1597 m,1809 m,4.5 km,1 km,0.5 km,4 ski lifts,
1346, Romme – Nancy-sur-Cluses ,France,Auvergne-Rhône-Alpes,2.2,920 m,1558 m,1.3 km,1.4 km,0.3 km,4 ski lifts,"€ 12,-"
1347, Seebodenalp – Küssnacht ,Switzerland,Central Switzerland,2.2,1030 m,1225 m,2 km,0.5 km,0 km,3 ski lifts,"SFr. 12,- / approx. € 11,-"
1348, Hlubočky ,Czech Republic,Olomouc Region (Olomoucký kraj),2.2,284 m,374 m,0.7 km,1 km,0 km,4 ski lifts,"CZK 420,- / approx. € 15,-"
1349, Zlatar ,Serbia,Serbia-South,2.2,1327 m,1541 m,0.8 km,0 km,0 km,2 ski lifts,
1350, Holtanlia ,Norway,Nordland,2.2,53 m,393 m,4.3 km,1.5 km,0 km,1 ski lift,"NOK 200,- / approx. € 18,-"
1351, Cherkassy – Vodyaniki ,Ukraine,None,2.2,163 m,215 m,1 km,0 km,0 km,2 ski lifts,"UAH 480,- / approx. € 14,-"
1352, Varingskollen ,Norway,Akershus,2.2,100 m,546 m,2 km,1 km,1 km,4 ski lifts,"NOK 410,- / approx. € 37,-"
1353, Golsfjellet ,Norway,Buskerud,2.2,870 m,1117 m,1 km,2 km,1 km,1 ski lift,"NOK 380,- / approx. € 34,-"
1354, Grub-Kaien ,Switzerland,Eastern Switzerland,2.2,845 m,1065 m,2 km,4 km,0 km,1 ski lift,"SFr. 30,- / approx. € 28,-"
1355, Stavtjørn ,Norway,Western Norway (Vestlandet),2.2,493 m,800 m,2.5 km,4 km,0 km,4 ski lifts,"NOK 350,- / approx. € 31,-"
1356, Paluda – Dalaas ,Austria,Vorarlberg,2.2,850 m,1150 m,2 km,1.5 km,1.2 km,1 ski lift,"€ 15,-"
1357, Schnifisberg – Schnifis ,Austria,Vorarlberg,2.2,650 m,1350 m,0 km,0 km,2 km,1 ski lift,"€ 12,-"
1358, Ghisoni ,France,Corsica (Corse),2.2,1580 m,1870 m,1.3 km,0.9 km,0.8 km,3 ski lifts,"€ 20,-"
1359, Hochbärneck – St. Anton an der Jeßnitz ,Austria,Lower Austria (Niederösterreich),2.2,880 m,1040 m,3 km,2 km,0 km,2 ski lifts,"€ 17,-"
1360, Buchberg – Goldegg ,Austria,Salzburg (Salzburger Land),2.2,832 m,1225 m,4 km,1 km,0 km,3 ski lifts,€ 38.50
1361, Val d'Ese ,France,Corsica (Corse),2.2,1625 m,1800 m,2.5 km,3.7 km,0 km,4 ski lifts,"€ 20,-"
1362, Kamienica/​Bolesławów ,Poland,Lower Silesia (Województwo dolnośląskie),2.2,595 m,699 m,1 km,0.5 km,0 km,5 ski lifts,"PLN 70,- / approx. € 15,-"
1363, Makov ,Slovakia,Žilina (Žilinský kraj),2.2,660 m,948 m,0.4 km,5.7 km,0 km,4 ski lifts,"€ 16,-"
1364, Park kralja Matjaža – Črna na Koroškem ,Slovenia,Carinthia (Koroška),2.2,575 m,789 m,1 km,1 km,1 km,1 ski lift,€ 17.50
1365, Kaberlaba ,Italy,Venetia (Veneto),2.2,992 m,1142 m,3.6 km,2 km,0 km,4 ski lifts,"€ 30,-"
1366, Skorušina ,Slovakia,Banská Bystrica (Banskobystrický kraj),2.2,704 m,1015 m,3.2 km,2.5 km,0 km,2 ski lifts,"€ 10,-"
1367, Levoča ,Slovakia,Prešov (Prešovský kraj),2.2,634 m,876 m,1.4 km,1.1 km,0.9 km,4 ski lifts,"€ 21,-"
1368, Piobbico ,Italy,Marche,2.2,1290 m,1470 m,1.7 km,3.4 km,0 km,1 ski lift,"€ 20,-"
1369, Mouthe – Massif du Noirmont ,France,Bourgogne-Franche-Comté,2.2,937 m,1172 m,4.5 km,1.4 km,0 km,4 ski lifts,"€ 18,-"
1370, Sappee ,Finland,West Finland (Länsi-Suomi),2.2,102 m,207 m,2 km,3 km,0 km,6 ski lifts,"€ 42,-"
1371, Ludwigsstadt ,Germany,Bavaria (Bayern),2.2,470 m,700 m,3.9 km,1.4 km,0 km,2 ski lifts,"€ 15,-"
1372, Mariánky – Mariánské Lázne ,Czech Republic,Karlovy Vary Region (Karlovarský kraj),2.2,648 m,758 m,1 km,0.6 km,0 km,3 ski lifts,"CZK 370,- / approx. € 14,-"
1373, San Isidro-Zona Salencias ,Spain,Castile-Leon (Castilla y León),2.2,1502 m,1670 m,2.9 km,3.6 km,0 km,4 ski lifts,"€ 30,-"
1374, Lišák Stříbrná ,Czech Republic,Karlovy Vary Region (Karlovarský kraj),2.2,620 m,800 m,1.5 km,0.8 km,0.8 km,2 ski lifts,"CZK 250,- / approx. € 9,-"
1375, Haglebu ,Norway,Buskerud,2.2,839 m,1039 m,2.1 km,3.6 km,0 km,3 ski lifts,"NOK 370,- / approx. € 33,-"
1376, Le Reposoir – Village ,France,Auvergne-Rhône-Alpes,2.2,1030 m,1132 m,4 km,1 km,0 km,4 ski lifts,"€ 15,-"
1377, Janovky – Zuberec ,Slovakia,Žilina (Žilinský kraj),2.2,750 m,1000 m,3.8 km,2.5 km,0 km,4 ski lifts,"€ 24,-"
1378, Renåfjellet ,Norway,Hedmark,2.2,637 m,858 m,5 km,1 km,0 km,1 ski lift,"NOK 320,- / approx. € 29,-"
1379, Hoislifts – Modriach (Edelschrott) ,Austria,Styria (Steiermark),2.2,1000 m,1230 m,5 km,1 km,0 km,4 ski lifts,"€ 20,-"
1380, Messilä ,Finland,Southern Finland (Etelä-Suomi),2.2,84 m,191 m,1.3 km,4.4 km,0 km,9 ski lifts,"€ 41,-"
1381, Goulier ,France,Occitania,2.2,1500 m,1807 m,4 km,2 km,0 km,4 ski lifts,"€ 19,-"
1382, Passo Fedaia – Pian dei Fiacconi (Marmolada) ,Italy,Trentino-Alto Adige (Trentino-Südtirol),2.2,2080 m,2650 m,0 km,5.5 km,0 km,1 ski lift,"€ 54,-"
1383, Steg im Tösstal ,Switzerland,Zürich,2.2,700 m,1000 m,3 km,2 km,0 km,2 ski lifts,"SFr. 28,- / approx. € 26,-"
1384, Ankenesfjellet – Ankenesstranda (Narvik) ,Norway,Nordland,2.2,85 m,406 m,3.2 km,2.2 km,0 km,2 ski lifts,"NOK 300,- / approx. € 27,-"
1385, Zuckerfeld ,Germany,Hesse (Hessen),2.2,712 m,808 m,3 km,2 km,0 km,1 ski lift,"€ 16,-"
1386, Hochwechsellifts – Mönichwald ,Austria,Styria (Steiermark),2.2,1000 m,1300 m,1.5 km,4 km,0 km,4 ski lifts,"€ 23,-"
1387, St. Martin im Tennengebirge ,Austria,Salzburg (Salzburger Land),2.2,1000 m,1200 m,3 km,2 km,0 km,4 ski lifts,"€ 23,-"
1388, Maseben – Langtaufers (Vallelunga) ,Italy,Trentino-Alto Adige (Trentino-Südtirol),2.2,1858 m,2266 m,2.9 km,2.9 km,0 km,1 ski lift,"€ 12,-"
1389, Dalvík ,Iceland,Northeast Iceland,2.2,45 m,320 m,2 km,3 km,0 km,2 ski lifts,"ISK 3300,- / approx. € 20,-"
1390, Brameloup – Saint-Chély-d’Aubrac ,France,Occitania,2.2,1190 m,1395 m,4 km,2 km,0 km,5 ski lifts,"€ 17,-"
1391, Fonna Glacier Ski Resort ,Norway,Western Norway (Vestlandet),2.2,1200 m,1460 m,2.5 km,2.5 km,0 km,1 ski lift,"NOK 395,- / approx. € 35,-"
1392, Eriz ,Switzerland,Espace Mittelland,2.2,1000 m,1350 m,4 km,2 km,0 km,2 ski lifts,"SFr. 33,- / approx. € 31,-"
1393, Balmberg ,Switzerland,Espace Mittelland,2.2,1000 m,1300 m,2 km,3 km,0 km,3 ski lifts,"SFr. 32,- / approx. € 30,-"
1394, Muggenbrunn ,Germany,Baden-Württemberg,2.2,980 m,1243 m,2.5 km,2.5 km,0 km,7 ski lifts,"€ 30,-"
1395, Teichalm – Fladnitz ,Austria,Styria (Steiermark),2.2,1200 m,1450 m,1 km,2 km,1 km,2 ski lifts,€ 24.50
1396, Chriso Elafi ,Greece,None,2.2,1540 m,1660 m,4 km,1 km,0 km,2 ski lifts,
1397, Gräftåvallen ,Sweden,Northern Sweden (Norrland),2.2,660 m,795 m,4.5 km,0.5 km,0 km,3 ski lifts,
1398, Lužná ,Czech Republic,Zlín Region (Zlínský kraj),2.2,480 m,650 m,1 km,2 km,1 km,2 ski lifts,
1399, Saint-Urcize ,France,Auvergne-Rhône-Alpes,2.2,1230 m,1369 m,3 km,2 km,0 km,3 ski lifts,
1400,,Sweden,Northern Sweden (Norrland),2.2,504 m,710 m,2 km,3 km,0 km,3 ski lifts,
1401, Novako – Boží Dar ,Czech Republic,Karlovy Vary Region (Karlovarský kraj),2.2,1028 m,1090 m,0.5 km,0 km,0 km,2 ski lifts,"CZK 310,- / approx. € 11,-"
1402,,Germany,Bavaria (Bayern),2.2,750 m,917 m,1.1 km,1 km,1 km,2 ski lifts,
1403, Aela – Maloja ,Switzerland,Eastern Switzerland,2.2,1809 m,2159 m,0.5 km,1.5 km,1 km,2 ski lifts,
1404, Linden – Schindelberg ,Switzerland,Espace Mittelland,2.2,736 m,916 m,4 km,1 km,0 km,3 ski lifts,"SFr. 30,- / approx. € 28,-"
1405, Hummelfjell ,Norway,Hedmark,2.2,660 m,870 m,4 km,2 km,0 km,4 ski lifts,"NOK 360,- / approx. € 32,-"
1406, Wildewiese – Sundern ,Germany,Central Uplands of Germany (Deutsche Mittelgebirge),2.2,540 m,645 m,3.5 km,2.5 km,0 km,4 ski lifts,"€ 20,-"
1407, Nerskogen ,Norway,Sør-Trøndelag,2.2,714 m,1068 m,3.5 km,1.7 km,0 km,3 ski lifts,"NOK 370,- / approx. € 33,-"
1408, Pod Wangiem ,Poland,Lower Silesia (Województwo dolnośląskie),2.2,775 m,829 m,0.4 km,0 km,0 km,2 ski lifts,"PLN 90,- / approx. € 19,-"
1409, Hinterreit – Saalfelden am Steinernen Meer ,Austria,Salzburg (Salzburger Land),2.2,780 m,1125 m,3 km,2 km,0 km,3 ski lifts,"€ 35,-"
1410, Haldenköpfle ,Germany,Baden-Württemberg,2.2,1140 m,1265 m,2.6 km,2.7 km,0 km,3 ski lifts,"€ 32,-"
1411, Dagali Fjellpark ,Norway,Buskerud,2.2,920 m,1140 m,5 km,1 km,0 km,2 ski lifts,"NOK 350,- / approx. € 31,-"
1412, Krahule ,Slovakia,Banská Bystrica (Banskobystrický kraj),2.2,889 m,1056 m,0.9 km,1.8 km,0 km,6 ski lifts,"€ 24,-"
1413, Tromsø ,Norway,Troms,2.2,47 m,430 m,1 km,2 km,1 km,3 ski lifts,"NOK 350,- / approx. € 31,-"
1414, Gantrisch Gurnigel ,Switzerland,Espace Mittelland,2.2,1340 m,1590 m,4 km,2 km,0 km,3 ski lifts,"SFr. 36,- / approx. € 34,-"
1415, Pany (Luzein) ,Switzerland,Eastern Switzerland,2.2,1330 m,1550 m,3 km,2 km,0 km,2 ski lifts,"SFr. 32,- / approx. € 30,-"
1416, Rasos de Peguera ,Spain,Catalonia (Catalunya),2.2,1825 m,2035 m,3 km,2 km,0 km,6 ski lifts,
1417,,United Kingdom,England,2.2,74 m,85 m,0.2 km,0.1 km,0 km,2 ski lifts,
1418, Les Rafforts – Héry sur Ugine ,France,Auvergne-Rhône-Alpes,2.2,912 m,1224 m,1 km,1 km,1 km,2 ski lifts,
1419, Kalpalinna ,Finland,Southern Finland (Etelä-Suomi),2.2,96 m,150 m,2 km,0.8 km,1 km,4 ski lifts,"€ 35,-"
1420, Riekstu Kalns ,Latvia,None,2.2,51 m,87 m,2.5 km,1.8 km,0.6 km,15 ski lifts,"€ 29,-"
1421, Heiden – Bischofsberg ,Switzerland,Eastern Switzerland,2.2,810 m,940 m,4 km,1 km,0 km,2 ski lifts,"SFr. 28,- / approx. € 26,-"
1422, Ski Sport Alm – Burladingen ,Germany,Baden-Württemberg,2.2,740 m,905 m,1.5 km,1.2 km,0.9 km,2 ski lifts,€ 17.50
1423, Gugel – Mlynky ,Slovakia,Košice (Košický kraj),2.2,730 m,996 m,1.4 km,2.5 km,0.8 km,3 ski lifts,"€ 17,-"
1424, Les Prés d'Orvin ,Switzerland,Espace Mittelland,2.2,1030 m,1230 m,2.5 km,2.5 km,0 km,5 ski lifts,"SFr. 30,- / approx. € 28,-"
1425, Szelment ,Poland,Podlaskie (Województwo podlaskie),2.2,190 m,250 m,1.8 km,0.9 km,0.9 km,8 ski lifts,"PLN 70,- / approx. € 15,-"
1426, Jugów – Rymarz ,Poland,Lower Silesia (Województwo dolnośląskie),2.2,692 m,894 m,1.9 km,0.8 km,0.6 km,2 ski lifts,"PLN 80,- / approx. € 17,-"
1427,,Slovakia,Trenčín (Trenčiansky kraj),2.2,676 m,872 m,1.7 km,0.8 km,0.8 km,3 ski lifts,"€ 8,-"
1428, Pian Neiretto ,Italy,Piedmont (Piemonte),2.2,1300 m,1600 m,0.8 km,2 km,1.2 km,2 ski lifts,"€ 19,-"
1429, La Croix de Bauzon ,France,Auvergne-Rhône-Alpes,2.2,1345 m,1499 m,2.4 km,0.5 km,0.8 km,5 ski lifts,"€ 15,-"
1430, Praděd – Figura ,Czech Republic,Moravian-Silesian Region (Moravskoslezský kraj),2.2,1200 m,1464 m,2.5 km,1.2 km,0.9 km,7 ski lifts,"CZK 550,- / approx. € 20,-"
1431, Náprava – Jáchymov-Nové Město ,Czech Republic,Karlovy Vary Region (Karlovarský kraj),2.2,800 m,930 m,1.4 km,1.7 km,0.5 km,3 ski lifts,"CZK 360,- / approx. € 13,-"
1432, Ottenleue – Sangernboden ,Switzerland,Espace Mittelland,2.2,1450 m,1600 m,1.7 km,1.1 km,0.8 km,1 ski lift,"SFr. 26,- / approx. € 24,-"
1433, Laajis – Laajavuori ,Finland,West Finland (Länsi-Suomi),2.2,135 m,224 m,2.5 km,1.5 km,0.8 km,5 ski lifts,"€ 35,-"
1434, Čičmany – Javorinka ,Slovakia,Žilina (Žilinský kraj),2.2,650 m,973 m,2.2 km,1.2 km,0.9 km,5 ski lifts,€ 16.50
1435, Oslo Skisenter Grefsenkollen ,Norway,Oslo,2.2,316 m,371 m,1.3 km,0.7 km,1 km,4 ski lifts,"NOK 345,- / approx. € 31,-"
1436, Kékestetö ,Hungary,Northern Hungary (Eszak-Magyarország),2.2,770 m,1015 m,2 km,0.5 km,0.6 km,5 ski lifts,"HUF 6000,- / approx. € 16,-"
1437, Bocksliden ,Sweden,Northern Sweden (Norrland),2.2,208 m,360 m,2.2 km,0.9 km,0.7 km,2 ski lifts,"Skr 200,- / approx. € 19,-"
1438, Regetovka ,Slovakia,Prešov (Prešovský kraj),2.2,520 m,720 m,0.8 km,1.6 km,0.6 km,5 ski lifts,"€ 15,-"
1439, Mézenc – Les Estables ,France,Auvergne-Rhône-Alpes,2.2,1325 m,1666 m,3 km,0.7 km,0.8 km,8 ski lifts,"€ 15,-"
1440, Lößnitz ,Germany,Saxony (Sachsen),4.9,455 m,554 m,1.5 km,1 km,0.5 km,1 ski lift,"€ 17,-"
1441, Maiszinken – Lunz am See ,Austria,Lower Austria (Niederösterreich),5,790 m,1030 m,2 km,2 km,0.5 km,2 ski lifts,"€ 20,-"
1442, Pezinská Baba ,Slovakia,Bratislava,5,403 m,595 m,2.1 km,1.1 km,0.5 km,5 ski lifts,"€ 18,-"
1443, Plejsy – Krompachy ,Slovakia,Košice (Košický kraj),4.3,470 m,912 m,0.7 km,2.6 km,1.1 km,5 ski lifts,"€ 22,-"
1444, Rauma ,Norway,Western Norway (Vestlandet),5,318 m,620 m,1.4 km,2 km,0.7 km,1 ski lift,"€ 350,-"
1445, Lubomierz ,Poland,Lesser Poland (Województwo małopolskie),5,728 m,913 m,1.2 km,1.2 km,0.7 km,3 ski lifts,"PLN 90,- / approx. € 19,-"
1446,,Slovakia,Trenčín (Trenčiansky kraj),3.7,697 m,942 m,3 km,4 km,0 km,6 ski lifts,
1447, Passo Godi – Scanno ,Italy,Abruzzo,4.2,1630 m,1780 m,2.2 km,1.2 km,0.6 km,4 ski lifts,
1448, Búče – Renčišov ,Slovakia,Prešov (Prešovský kraj),5,660 m,1006 m,0.9 km,2.1 km,1.2 km,6 ski lifts,
1449, Klepki – Malinka (Wisła) ,Poland,Silesia (Województwo śląskie),5,510 m,600 m,1.8 km,0 km,0 km,3 ski lifts,
1450, Monte Bianco – Courmayeur ,Italy,Aosta Valley (Valle d'Aosta),2.2,1370 m,3466 m,None,None,None,2 ski lifts,"€ 55,-"
1451, Lake District Ski Club – Raise ,United Kingdom,England,2.2,735 m,842 m,1 km,2 km,0.6 km,1 ski lift,
1452, Nagy-Hideg-hegy ,Hungary,Central Hungary (Közép-Magyarország),2.2,750 m,850 m,1.5 km,1 km,0.5 km,4 ski lifts,
1453, Ohta Park ,Northwest Russia,None,2.2,40 m,100 m,2.5 km,0 km,0 km,8 ski lifts,
1454,,Austria,Lower Austria (Niederösterreich),2.2,1012 m,1240 m,1.5 km,2 km,0.5 km,4 ski lifts,
1455, Eibisberg – Anger ,Austria,Styria (Steiermark),2.2,1000 m,1200 m,1.5 km,1 km,0.6 km,1 ski lift,
1456,,Italy,Emilia-Romagna,2.2,1200 m,1600 m,3.5 km,3.5 km,0 km,3 ski lifts,
1457, Malyovitsa ,Bulgaria,Sofia,2.2,1730 m,1970 m,0.9 km,1.9 km,1.2 km,5 ski lifts,
1458, Feichtecklift Brandlucken – St. Kathrein am Offenegg ,Austria,Styria (Steiermark),2.2,1050 m,1220 m,1.8 km,0.7 km,0.5 km,1 ski lift,
1459, Aiguilles ,France,Provence-Alpes-Côte d’Azur,2.2,1450 m,1619 m,2 km,0.5 km,0.5 km,4 ski lifts,€ 27.80
1460, Les Genevez ,Switzerland,Espace Mittelland,2.2,1024 m,1147 m,2 km,1.5 km,0.5 km,2 ski lifts,"SFr. 18,- / approx. € 17,-"
1461, Madrid Snow Zone (indoor ski area) ,Spain,Madrid,2.2,667 m,705 m,0.2 km,0.1 km,0 km,3 ski lifts,"€ 39,-"
1462, Tettau – Wildberg ,Germany,Bavaria (Bayern),2.2,635 m,735 m,2 km,1 km,0.5 km,3 ski lifts,"€ 18,-"
1463, Sommartel – Le Locle ,Switzerland,Espace Mittelland,2.2,1117 m,1301 m,1.6 km,0.6 km,0.8 km,2 ski lifts,"SFr. 20,- / approx. € 19,-"
1464, Hochlecken – Neukirchen (Altmünster) ,Austria,Upper Austria (Oberösterreich),2.2,870 m,1150 m,2 km,1 km,1 km,5 ski lifts,"€ 18,-"
1465, Soláň – Vrchol ,Czech Republic,Zlín Region (Zlínský kraj),2.2,680 m,861 m,1.5 km,1.4 km,0.8 km,4 ski lifts,"CZK 450,- / approx. € 16,-"
1466, Mullsjö Alpin ,Sweden,South Sweden (Sydsverige),2.2,235 m,330 m,2.1 km,1.4 km,0.5 km,5 ski lifts,"Skr 300,- / approx. € 29,-"
1467, Ballon d'Alsace ,France,Grand-Est,2.2,810 m,1231 m,2.1 km,1.8 km,0.8 km,11 ski lifts,€ 19.50
1468, La Corbatière – La Roche-aux-Crocs ,Switzerland,Espace Mittelland,2.2,1090 m,1348 m,2.1 km,1.5 km,1 km,3 ski lifts,"SFr. 25,- / approx. € 23,-"
1469, Voithenberg – Furth im Wald ,Germany,Bavaria (Bayern),2.2,618 m,893 m,1.1 km,2.2 km,1.2 km,2 ski lifts,"€ 18,-"
1470, Tyagatchev's Mountain – Shukolovo ,Central Russia,Moscow,2.2,150 m,200 m,2 km,1 km,0 km,13 ski lifts,
1471, Bánkút ,Hungary,Northern Hungary (Eszak-Magyarország),2.1,770 m,935 m,1.5 km,1 km,1 km,9 ski lifts,
1472,,Spain,Castile-Leon (Castilla y León),2.1,1250 m,1465 m,0.5 km,1.5 km,1 km,5 ski lifts,
1473, Ravensberg – Bad Sachsa ,Germany,Central Uplands of Germany (Deutsche Mittelgebirge),2.1,600 m,660 m,1.7 km,0.5 km,0.8 km,3 ski lifts,"€ 18,-"
1474, Furtnerlifts – Rohr im Gebirge ,Austria,Lower Austria (Niederösterreich),2.1,800 m,927 m,1.5 km,1.5 km,0.9 km,3 ski lifts,"€ 24,-"
1475, Bačova Roveň – Vyšná Boca ,Slovakia,Žilina (Žilinský kraj),2.1,1000 m,1360 m,0.2 km,1.4 km,1.4 km,3 ski lifts,"€ 16,-"
1476, Sonnenberg – St. Andreasberg ,Germany,Central Uplands of Germany (Deutsche Mittelgebirge),2.1,760 m,856 m,1.4 km,0.8 km,1.4 km,4 ski lifts,"€ 23,-"
1477, Storstenshöjden ,Sweden,Central Sweden,2.1,177 m,276 m,2.3 km,0.6 km,0.1 km,6 ski lifts,"Skr 305,- / approx. € 29,-"
1478, Careggine – Alpi Apuane (Monte la Cima) ,Italy,Tuscany (Toscana),2.1,882 m,1500 m,2 km,2 km,0 km,2 ski lifts,"€ 20,-"
1479, Eschenberg – Niedersfeld ,Germany,Central Uplands of Germany (Deutsche Mittelgebirge),2.1,580 m,725 m,1.2 km,2.4 km,0.2 km,3 ski lifts,"€ 20,-"
1480, Lispach – La Bresse ,France,Grand-Est,2.1,907 m,1115 m,3 km,1 km,0.2 km,5 ski lifts,€ 17.50
1481, Le Désert d'Entremont ,France,Auvergne-Rhône-Alpes,2.1,1200 m,1400 m,2 km,1 km,0.5 km,4 ski lifts,"€ 10,-"
1482, Ventasso Laghi ,Italy,Emilia-Romagna,2.1,1307 m,1510 m,0.3 km,2.7 km,0.5 km,2 ski lifts,"€ 20,-"
1483, Fischenthal-Aurüti – Oberegg ,Switzerland,Zürich,2.1,827 m,1052 m,1.7 km,1.5 km,0.8 km,2 ski lifts,"SFr. 29,- / approx. € 27,-"
1484, Kappruet ,Sweden,Northern Sweden (Norrland),2.1,700 m,840 m,2.7 km,1 km,0.3 km,1 ski lift,"Skr 370,- / approx. € 36,-"
1485, Volen – Yakhroma ,Central Russia,Moscow,2.1,140 m,190 m,3 km,0.7 km,0.3 km,6 ski lifts,
1486, Snow Dome Snej (indoor ski area) ,Central Russia,Moscow,2.1,120 m,185 m,0.4 km,0 km,0 km,2 ski lifts,
1487, Midlothian Ski Centre (dry slopes) ,United Kingdom,Scotland,2.1,240 m,340 m,0.4 km,0.1 km,0 km,3 ski lifts,
1488, Igrišta – Vlasenica ,Bosnia and Herzegovina,Republika Srpska,2.1,1040 m,1350 m,3 km,2 km,0 km,3 ski lifts,
1489, Vorderthal – Skilift Wägital ,Switzerland,Central Switzerland,2.1,750 m,1260 m,2 km,1 km,0 km,1 ski lift,
1490, Dammkar – Mittenwald ,Germany,Bavaria (Bayern),2.1,933 m,2244 m,None,None,None,1 ski lift,€ 39.50
1491, Säntis – Schwägalp ,Switzerland,Eastern Switzerland,2.1,1351 m,2473 m,None,None,None,1 ski lift,
1492, Rabenkopf – Oberau ,Germany,Bavaria (Bayern),2.1,682 m,760 m,0.5 km,0 km,0 km,1 ski lift,"€ 12,-"
1493, Le Tourchet ,France,Auvergne-Rhône-Alpes,2.1,1007 m,1069 m,0.6 km,0 km,0 km,2 ski lifts,"€ 18,-"
1494, Hirtenteich – Essingen-Lauterburg/​Aalen ,Germany,Baden-Württemberg,2.1,570 m,690 m,2.5 km,1.5 km,0 km,3 ski lifts,"€ 20,-"
1495, Jáchymov Střed ,Czech Republic,Karlovy Vary Region (Karlovarský kraj),2.1,700 m,890 m,1.3 km,0.9 km,0.7 km,1 ski lift,
1496, Szwajcaria Bałtowska ,Poland,Holy Cross (Województwo świętokrzyskie),2.1,138 m,202 m,2.5 km,0 km,0 km,4 ski lifts,"PLN 99,- / approx. € 21,-"
1497, Silvretta Bielerhöhe – Partenen ,Austria,Vorarlberg,2.1,1920 m,2040 m,2 km,0 km,0 km,2 ski lifts,€ 34.50
1498, Aiguille du Midi (Chamonix) ,France,Auvergne-Rhône-Alpes,2.1,1035 m,3842 m,None,None,None,5 ski lifts,"€ 65,-"
1499, Park Szczęśliwice – Warsaw (Warszawa) (dry slopes) ,Poland,Masovia (Województwo mazowieckie),2.1,110 m,150 m,0.2 km,0 km,0 km,2 ski lifts,
1500, Fanas ,Switzerland,Eastern Switzerland,2.1,900 m,1700 m,0.5 km,0 km,0 km,2 ski lifts,
1501, Jedlová ,Czech Republic,Ústí nad Labem Region (Ústecký kraj),2.1,507 m,774 m,2.5 km,2.1 km,0.2 km,4 ski lifts,
1502, Lądek-Zdrój ,Poland,Lower Silesia (Województwo dolnośląskie),2.1,480 m,610 m,1 km,0.6 km,0 km,6 ski lifts,
1503, Ski Center Snezhny Kupol – Moscow (indoor ski area) ,Central Russia,Moscow,2.1,None,None,None,None,None,2 ski lifts,
1504, Mala Lučivná ,Slovakia,Žilina (Žilinský kraj),2.1,501 m,1080 m,0.9 km,1.1 km,1.4 km,6 ski lifts,"€ 21,-"
1505, Hahnbaum – St. Johann im Pongau ,Austria,Salzburg (Salzburger Land),2.1,619 m,1128 m,0.2 km,3.2 km,0 km,3 ski lifts,€ 39.50
1506,,Italy,Abruzzo,2.1,1450 m,1740 m,3 km,2.7 km,0.4 km,3 ski lifts,"€ 15,-"
